ProjectName,Theorem,ProofSequence,Introduction_Patterns,Simplification_Patterns,Application_Patterns,Rewriting_Patterns,Automation_Patterns,Analysis_Patterns
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minuspf_inv3a,"['intros', 'try', 'rewrite', 'auto']",0,0,0,1,0,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minuspf_inv3b,"['intros', 'try', 'rewrite', 'auto']",0,0,0,1,0,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minuspf_comp,"['intros', 'apply', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto']",1,0,2,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,mults_dist_minuspf,"['intros', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto']",1,0,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minuspf_pO_refl,"['intros', 'apply', 'auto', 'simpl', 'auto']",1,1,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minuspf_pOmults,"['intros', 'apply', 'auto', 'simpl', 'auto']",1,1,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,mults_pO,"['intros', 'elim', 'simpl', 'auto', 'intros', 'apply', 'auto', 'intros', 'simpl', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto']",2,2,1,0,2,2
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,mults_minusTerm,"['intros', 'elim', 'simpl', 'auto', 'intros', 'apply', 'auto', 'intros', 'simpl', 'auto', 'cut', 'try', 'auto', 'intros', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto']",2,1,1,0,2,2
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,order_pluspf,"['intros', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto']",1,0,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,order_minuspf,"['intros', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'change', 'auto', 'apply', 'auto', 'apply', 'auto']",1,0,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minusP_refl,"['intros', 'elim', 'auto', 'intros', 'rewrite', 'simpl', 'auto', 'intros', 'generalize', 'rewrite', 'auto', 'intros', 'absurd', 'auto', 'intros', 'apply', 'auto', 'apply', 'auto', 'intros', 'elim', 'auto', 'rewrite', 'auto', 'intros', 'generalize', 'rewrite', 'auto', 'intros', 'absurd', 'auto']",2,2,1,2,3,1
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minuspf_refl_eq,"['intros', 'rewrite', 'auto']",0,0,0,2,0,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minuspf_refl,"['intros', 'rewrite', 'auto']",0,0,0,2,0,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,mults_comp_minuspf,"['intros', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'apply', 'auto']",1,0,2,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minuspf_zero,"['intros', 'try', 'apply', 'auto', 'apply', 'apply', 'auto']",0,0,3,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,pluspf_minuspf_id,"['intros', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto']",1,0,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minusP_pO_refl_eq,"['unfold', 'intros', 'inversion', 'simpl', 'auto']",2,1,0,0,0,1
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minuspf_pO_refl_eq,"['intros', 'rewrite', 'auto']",0,0,0,2,0,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,Opm_ind,"['intros', 'elim', 'auto', 'intros', 'elim', 'auto', 'intros', '(case (ltT_dec A n ltM ltM_dec a a0)', '[ intros temp', 'case', 'clear', 'intros', 'change', 'auto']",0,0,0,0,1,1
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minuspf_eq_inv1,"['intros', 'case', 'simpl', 'auto', 'intros', 'rewrite', 'rewrite', 'auto', 'intros', 'change', 'apply', 'auto', 'apply', 'auto']",0,2,1,3,2,1
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minuspf_pOmults_eq,"['intros', 'apply', 'auto']",1,0,1,0,0,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,minuspf_eq_inv2,"['intros', 'elim', 'auto', 'intros', 'rewrite', 'rewrite', 'simpl', 'apply', 'auto', 'change', 'apply', 'auto', 'apply', 'auto', 'intros', 'change', 'rewrite', 'auto', 'apply', 'auto']",0,2,1,3,2,1
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,inv,"['intros', 'case', 'intros', 'exact', 'intros', 'exact', 'Defined']",0,0,1,0,0,1
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,inv_prop,"['intros', 'case', 'simpl', 'auto', 'intros', 'change', 'rewrite', 'simpl', 'auto', 'rewrite', 'simpl', 'auto', 'intros', 'change', 'rewrite', 'auto', 'apply', 'auto']",0,3,1,1,3,1
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,invTerm_T1_multTerm_T1,"['apply', '[ auto | idtac ].', 'apply', 'auto', 'apply', 'auto', 'apply', 'apply', 'auto', 'apply', 'apply', 'auto']",0,0,2,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,pluspf_is_minuspf,"['intros', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'apply', 'auto', 'apply', 'auto']",1,0,2,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Pminus.json,sminus,"['intros', 'case', 'case', 'intros', 'exists', 'auto', 'Defined']",0,0,0,0,1,3
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,ltT_trans,"['unfold', 'auto', 'intros', 'apply', 'auto']",1,0,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,eqT_compat_ltTr,"['unfold', 'unfold', 'intros', 'rewrite', 'auto']",2,1,0,2,0,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,eqT_compat_ltTl,"['unfold', 'unfold', 'intros', 'rewrite', 'auto']",2,1,0,2,0,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,eqT_dec,"['intros', 'unfold', 'simpl', 'auto', 'apply']",1,2,0,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,ltT_dec,"['intros', 'exact']",0,0,1,0,0,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,ltT_not_eqT,"['unfold', 'simpl', 'intros', 'rewrite', 'auto', 'apply']",1,2,0,2,1,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,eqT_not_ltT,"['unfold', 'simpl', 'intros', 'absurd', 'auto', 'rewrite', 'auto', 'apply']",1,2,0,1,2,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,ltT_not_refl,"['intros', 'unfold', 'apply']",1,0,1,0,0,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,ltT_not_ltT,"['intros', 'red', 'intros', 'absurd', 'auto', 'apply', 'auto']",0,0,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,ltT_eqT,"['unfold', 'intros', 'rewrite', 'rewrite', 'auto']",2,0,0,3,0,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,ltT_eqTr,"['intros', 'apply', 'auto']",1,0,1,0,0,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,ltT_eqTl,"['intros', 'apply', 'auto']",1,0,1,0,0,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,multTerm_ltT_l,"['intros', 'case', 'case', 'case', 'unfold', 'simpl', 'auto', 'intros', 'apply', 'auto']",1,2,1,0,1,2
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,multTerm_ltT_r,"['intros', 'case', 'case', 'case', 'unfold', 'simpl', 'auto', 'intros', 'apply', 'auto']",1,2,1,0,1,2
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,T1_is_min_ltT,"['intros', 'case', 'unfold', 'simpl', 'auto', 'intros', 'unfold', 'apply', 'auto']",1,2,2,0,1,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,minusTerm_ltT_l,"['intros', 'case', 'case', 'case', 'unfold', 'simpl', 'auto']",0,2,0,0,0,2
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,invTerm_ltT_l,"['intros', 'case', 'case', 'unfold', 'simpl', 'auto']",0,2,0,0,0,2
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,fP_app,"['intros', 'elim', 'simpl', 'auto', 'intros', 'rewrite', 'auto']",0,1,0,2,1,2
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,olistOne,"['unfold', 'simpl', 'auto', 'intros', 'generalize', 'simpl', 'auto']",1,2,0,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,olistO,"['unfold', 'simpl', 'auto', 'red', 'unfold', 'apply']",0,3,1,0,0,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,app2_inv,"['intros', 'case', 'simpl', 'auto', 'intros', 'injection', 'simpl', 'auto', 'intros', 'case', 'simpl', 'auto', 'intros', 'discriminate', 'intros', 'case', 'simpl', 'auto', 'intros', 'discriminate', 'intros', 'discriminate']",0,2,0,0,1,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,olist_ltT,"['unfold', 'simpl', 'auto', 'intros', 'rewrite', 'simpl', 'auto', 'intros', 'elim', ""[ intros H'5 H'6"", 'try', 'auto', 'simple', 'discriminate', 'discriminate', 'elim', ""[ intros H'8 H'9 | idtac ]"", 'auto', 'rewrite', 'rewrite', 'auto']",0,3,0,3,3,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,olist_cons,"['intros', 'pattern', 'apply', 'auto', 'intros', 'case', 'simpl', 'unfold', 'simpl', 'intros', 'try', 'apply', 'generalize', 'unfold', 'simpl', 'auto', 'apply', 'auto', 'intros', 'generalize', 'pattern', 'apply', 'unfold', 'simpl', 'auto', 'intros', 'apply', 'auto', 'generalize', 'unfold', 'simpl', 'auto', 'simpl', 'apply', 'auto', 'apply', 'auto', 'intros', 'rewrite', 'rewrite', 'rewrite', 'intros', 'apply', 'generalize', 'unfold', 'intros', 'apply', 'rewrite', 'simpl', 'auto', 'generalize', 'simpl', 'auto', 'unfold', 'intros', 'rewrite', 'simpl', 'auto', 'simpl', 'apply', 'auto', 'apply', 'auto']",5,7,4,2,4,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,fp_tail,"['intros', 'elim', 'simpl', 'auto', 'intros', 'rewrite', 'auto']",0,1,0,2,1,2
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,descA_subst,"['intros', 'rewrite', 'auto']",0,0,0,2,0,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,olist_pX_eqT,"['unfold', 'simpl', 'auto', 'intros', 'rewrite', 'auto']",0,2,0,2,1,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,olist_pX_order,"['intros', 'elim', ""[ intros H'5 H'6 | idtac ]"", 'auto', 'apply', 'auto']",0,0,1,0,1,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,olist_X,"['intros', 'elim', ""[ intros H'5 H'6 | idtac ]"", 'auto']",0,0,0,0,0,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,olist_imp_olist,"['intros', 'case', 'intros', 'elim', ""[ intros H'5 H'6 | idtac ]"", 'auto', 'intros', 'apply', 'auto', 'apply', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto']",1,0,2,0,2,2
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,fltP,"['intros', 'elim', 'auto', 'simpl', 'intros', 'apply', 'auto', 'simpl', 'intros', 'apply', 'auto', 'simpl', 'unfold', '(intros x y p1 q1 H', 'rewrite', 'simpl', 'intros', 'apply', 'auto']",2,3,1,0,1,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,ltp_not_refl,"['intros', 'elim', 'red', 'intros', 'inversion', 'intros', 'red', 'intros', 'simple', 'discriminate', 'injection', 'injection', 'intros', 'rewrite', 'rewrite', 'intros', 'apply', 'auto', 'injection', 'injection', 'intros', 'rewrite', 'rewrite', 'auto']",2,0,1,3,0,2
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,ltP_trans,"['intros', 'generalize', 'clear', 'elim', 'intros', 'case', 'auto', 'intros', 'inversion', 'intros', 'simple', 'discriminate', 'rewrite', 'intros', 'try', 'apply', 'auto', 'apply', 'auto', 'injection', 'intros', 'rewrite', 'auto', 'rewrite', 'intros', 'apply', 'auto', 'apply', 'auto', 'injection', 'intros', 'rewrite', 'auto', 'intros', 'simple', 'discriminate', 'rewrite', 'auto', 'intros', 'apply', 'auto', 'apply', 'apply', 'auto', 'injection', 'intros', 'rewrite', 'auto', 'rewrite', 'intros', 'apply', 'auto', 'apply', 'auto', 'injection', 'intros', 'rewrite', 'auto', 'apply', 'auto', 'injection', 'intros', 'rewrite', 'auto']",3,0,3,2,3,3
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,olist_pX_ltP,"['intros', 'case', 'auto', 'intros', 'apply', 'auto', 'apply', 'auto']",1,0,1,0,2,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,ltP_pX_olist,"['intros', 'case', 'auto', 'intros', 'unfold', 'simpl', 'unfold', 'apply', 'auto', 'intros', 'apply', 'auto', 'simple', 'discriminate', 'injection', 'injection', 'intros', ""(rewrite H'2"", 'rewrite', 'auto', 'injection', 'intros', 'rewrite', 'auto', 'unfold', 'intros', 'inversion']",4,2,2,2,3,2
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,ltP_order_comp,"['intros', 'inversion_clear', 'intros', 'apply', 'auto', 'apply', 'apply', 'trivial']",1,0,2,0,1,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,nZterm,"['intros', 'elim', 'exact', 'intros', 'exact', 'Defined']",0,0,1,0,0,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,canonical_imp_olist,"['intros', 'elim', 'auto']",0,0,0,0,0,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,canonical0,"['intros', 'simpl', 'auto', 'split', 'simpl', 'auto']",1,1,0,0,0,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,canonical_ltT,"['intros', 'auto', 'apply', 'auto']",0,0,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,canonical_nzeroP,"['intros', 'red', 'intros', 'inversion', 'generalize', 'simpl', 'intuition', 'auto']",0,0,0,0,1,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,canonical_cons,"['intros', 'split', 'simpl', 'auto', 'apply', 'auto', 'repeat', 'auto', 'inversion', 'simpl', 'intuition', 'apply', 'auto']",0,1,1,0,3,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,canonical_pX_eqT,"['intros', 'split', 'auto', 'apply', 'auto', 'simpl', 'split', 'auto', 'case', 'simpl', 'intuition']",0,1,1,0,4,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,canonical_pX_order,"['intros', 'auto', 'apply', 'auto']",0,0,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,canonical_imp_canonical,"['intros', 'split', 'auto', 'apply', 'auto', 'elim', 'simpl', 'intuition']",0,0,1,0,3,2
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,canonical_skip_fst,"['intros', 'split', 'auto', 'apply', 'auto', 'inversion', 'generalize', 'simpl', 'intuition']",0,0,1,0,3,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,canonical_pX_ltP,"['intros', 'auto', 'apply', 'auto']",0,0,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,ltP_pX_canonical,"['intros', 'split', 'auto', 'apply', 'auto', 'inversion', 'generalize', 'simpl', 'case', 'auto']",0,0,1,0,2,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,not_double_canonical,"['intros', 'red', 'intros', 'try', 'absurd', 'auto', 'apply', 'auto']",0,0,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,canonical_imp_in_nzero,"['intros', 'elim', 'auto', 'intros', 'elim', 'auto', 'intros', 'rewrite', 'apply', 'auto', 'intros', 'auto', 'apply', 'auto', 'apply', 'auto']",0,0,1,2,2,1
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,fsltP,"['intros', 'case', 'case', 'unfold', 'simpl', 'auto']",0,2,0,0,0,2
/mnt/cisk/zmq/dataset/data/buchberger/POrder.json,sltp_wf,"['lapply', ""[ intros H'3 | idtac ]."", 'apply', 'auto', 'red', 'auto', 'apply', 'auto', 'apply']",0,0,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Bar.json,monExistsL1,"['intros', 'elim', 'simpl', 'auto']",0,1,0,0,0,2
/mnt/cisk/zmq/dataset/data/buchberger/Bar.json,monExistsL,"['intros', 'elim', 'simpl', 'auto', 'intros', 'inversion', 'auto']",0,1,0,0,1,3
/mnt/cisk/zmq/dataset/data/buchberger/Bar.json,monGoodR1,"['intros', 'elim', 'simpl', 'auto']",0,1,0,0,0,2
/mnt/cisk/zmq/dataset/data/buchberger/Bar.json,monGoodR,"['intros', 'elim', 'simpl', 'auto', 'intros', 'inversion', 'simpl', 'auto']",0,1,0,0,1,3
/mnt/cisk/zmq/dataset/data/buchberger/Bar.json,subPredExistsL,"['intros', 'elim', 'simpl', 'auto']",0,1,0,0,0,2
/mnt/cisk/zmq/dataset/data/buchberger/Bar.json,subRelGoodR,"['intros', 'elim', 'simpl', 'auto', 'intros', 'apply', 'auto', 'apply', 'auto']",1,1,1,0,2,2
/mnt/cisk/zmq/dataset/data/buchberger/Bar.json,subRelGRBar,"['intros', 'elim', 'simpl', 'auto', 'intros', 'red', 'apply', 'auto', 'unfold', 'apply', 'auto', 'intros', 'red', 'apply', 'auto', 'intros', 'case', 'auto', 'intros', 'rewrite', 'auto', 'unfold', 'apply', 'auto']",0,1,2,2,2,3
/mnt/cisk/zmq/dataset/data/buchberger/Bar.json,consGRBar,"['intros', 'elim', 'auto']",0,0,0,0,0,1
/mnt/cisk/zmq/dataset/data/buchberger/Bar.json,nilGRBar,"['intros', 'elim', 'auto']",0,0,0,0,0,1
/mnt/cisk/zmq/dataset/data/buchberger/Bar.json,monGRBarAux,"['intros', 'elim', 'auto', 'intros', 'red', 'rewrite', 'auto', 'intros', 'rewrite', 'auto', 'red', 'apply', 'intros', 'change', 'unfold', 'apply', 'auto']",1,0,3,2,1,1
/mnt/cisk/zmq/dataset/data/buchberger/Bar.json,monGRBar,"['intros', 'apply', 'auto']",1,0,1,0,0,0
/mnt/cisk/zmq/dataset/data/buchberger/Bar.json,tdivExists_trmHd_lem,"['intros', 'elim', 'simpl', 'auto', 'intros', 'inversion', 'auto', 'intros', 'inversion', 'auto', 'lapply', ""[ intro H'3"", 'apply', 'auto', 'apply', 'auto']",0,1,1,0,2,3
/mnt/cisk/zmq/dataset/data/buchberger/Bar.json,tdivGoodP,"['intros', 'red', 'intros', 'inversion', 'auto', 'apply', 'auto']",0,0,1,0,1,1
/mnt/cisk/zmq/dataset/data/buchberger/OpenIndGoodRel.json,OpenInd,"['intros', 'red', 'apply', 'auto', 'intros', 'elim', 'auto', 'intros', 'red', 'auto']",0,0,1,0,1,1
/mnt/cisk/zmq/dataset/data/buchberger/Preducestar.json,reducestar_eqp_com,"['intros', 'inversion', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto']",0,0,1,0,1,1
/mnt/cisk/zmq/dataset/data/buchberger/Preducestar.json,mks,"['intros', 'exists', 'exact', 'Defined']",0,0,0,0,0,1
/mnt/cisk/zmq/dataset/data/buchberger/Preducestar.json,selectdivf,"['intros', 'elim', 'auto', 'right', 'intros', 'inversion_clear', 'intros', 'case', 'intros', 'case', 'intros', 'case', 'intros', 'case', 'intros', 'left', 'exists', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'try', 'clear', 'exists', 'exists', 'split', '[ idtac | split ]', 'auto', 'apply', 'auto', 'intros', 'right', 'intros', 'inversion_clear', 'auto', 'apply', 'auto', 'intros', 'case', 'auto', 'apply', 'auto', 'intros', 'left', 'exists', 'auto', 'exists', 'exists', 'split', '[ idtac | split ]', 'auto', 'change', 'apply', 'auto', 'intros', 'case', 'intros', 'case', 'intros', 'left', 'exists', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'try', 'clear', 'exists', 'exists', 'split', '[ idtac | split ]', 'auto', 'apply', 'auto', 'right', 'intros', 'generalize', 'inversion_clear', 'eauto']",1,0,1,0,3,5
/mnt/cisk/zmq/dataset/data/buchberger/Preducestar.json,selectpolyf,"['intros', 'elim', 'intros', 'right', 'change', 'apply', 'auto', 'intros', 'cut', '[ intros C0 | apply canonical_imp_canonical with (a := a)', 'auto', 'cut', '[ intros Z0 | apply canonical_nzeroP with (p := l) (ltM := ltM)', 'auto', 'case', 'intros', 'case', 'intros', 'case', 'left', 'absurd', 'auto', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'inversion', 'clear', 'cut', '[ intros nZt | idtac ].', 'exists', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'clear', 'change', 'apply', 'auto', 'rewrite', 'auto', 'apply', 'apply', 'auto', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'elim', 'intros', 'try', 'clear', 'lapply', ""[ intros H'1"", 'case', 'clear', 'intros', 'case', 'intros', 'left', 'exists', 'change', 'apply', 'auto', 'intros', 'right', 'change', 'intros', 'red', 'intros', 'generalize', 'inversion_clear', 'intros', 'lapply', ""[ intros H'7"", 'apply', 'auto', 'intros', 'absurd', 'auto', 'auto']",1,0,2,1,3,4
/mnt/cisk/zmq/dataset/data/buchberger/Preducestar.json,reduce0_reducestar,"['intros', 'generalize', 'intros', 'elim', 'simpl', 'intros', 'exists', 'try']",3,1,0,0,0,3
/mnt/cisk/zmq/dataset/data/buchberger/Preducestar.json,reducestar_trans,"['intros', 'inversion', 'apply', 'auto', 'apply', 'auto']",0,0,1,0,1,1
/mnt/cisk/zmq/dataset/data/buchberger/Preducestar.json,reducestar_reduceplus,"['intros', 'inversion', 'auto']",0,0,0,0,0,1
/mnt/cisk/zmq/dataset/data/buchberger/Preducestar.json,reducestar_irreducible,"['intros', 'inversion', 'auto']",0,0,0,0,0,1
/mnt/cisk/zmq/dataset/data/buchberger/Preducestar.json,reducestar_inv,"['intros', 'elim', 'intros', 'inversion', 'intros', 'left', 'split', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'intros', 'right', 'exists', 'split', 'auto', 'apply', 'auto']",0,0,1,0,3,4
/mnt/cisk/zmq/dataset/data/buchberger/Preducestar.json,pO_reducestar,"['intros', 'cut', '[ intros Red1 | apply reducestar_reduceplus', 'auto', 'apply', 'auto']",0,0,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Preducestar.json,reducestar_pO_is_pO,"['intros', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply']",0,0,1,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/Preducestar.json,reducestar_in_pO,"['intros', 'cut', '[ intros Op0 | idtac ].', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'simpl', 'apply', 'auto', 'apply', 'auto']",0,1,1,0,2,0
/mnt/cisk/zmq/dataset/data/buchberger/Preducestar.json,pickinSet,"['intros', 'elim', 'right', 'intros', 'inversion_clear', 'intros', 'case', 'intros', 'case', 'intros', 'case', 'auto', 'intros', 'left', 'inversion_clear', 'exists', 'auto', 'apply', 'auto', 'intros', 'right', 'intros', 'inversion_clear', 'intros', 'red', 'intros', 'lapply', ""[ intros H'7"", 'lapply', ""[ intros H'8"", 'clear', 'auto', 'intros', 'case', 'auto', 'apply', 'auto', 'intros', 'left', 'exists', 'auto', 'change', 'unfold', 'auto', 'apply', 'auto', 'intros', 'case', 'intros', 'inversion', 'left', 'exists', 'auto', 'apply', 'auto', 'right', 'intros', 'inversion_clear', 'auto', 'intros', 'red', 'intros', 'apply', 'injection', 'intros', 'rewrite', 'auto', 'Defined']",1,0,1,2,3,3
/mnt/cisk/zmq/dataset/data/buchberger/BuchAux.json,addEnd,"['intros', 'elim', 'exact', 'intros', 'exact', 'Defined']",0,0,1,0,0,1
/mnt/cisk/zmq/dataset/data/buchberger/BuchAux.json,addEnd_cons,"['intros', 'elim', 'simpl', 'auto', 'intros', 'case', ""[ intros H'0"", 'rewrite', 'clear', 'auto', 'intros', 'case', ""[ intros H'1"", 'rewrite', 'clear', 'clear', 'auto', 'case', 'auto']",0,1,0,0,1,3
/mnt/cisk/zmq/dataset/data/buchberger/BuchAux.json,addEnd_id1,"['intros', 'elim', 'simpl', 'auto']",0,1,0,0,0,2
/mnt/cisk/zmq/dataset/data/buchberger/BuchAux.json,addEnd_id2,"['intros', 'elim', 'simpl', 'auto', 'intros', 'case', 'auto']",0,1,0,0,1,3
/mnt/cisk/zmq/dataset/data/buchberger/BuchAux.json,addEnd_app,"['intros', 'elim', 'simpl', 'auto', 'intros', 'elim', 'auto']",0,1,0,0,1,2
/mnt/cisk/zmq/dataset/data/buchberger/BuchAux.json,spolyp,"['intros', 'case', 'case', 'intros', 'exists', 'auto', 'apply', 'auto', 'Defined']",0,0,1,0,2,3
/mnt/cisk/zmq/dataset/data/buchberger/BuchAux.json,red_com,"['intros', 'case', 'case', 'simpl', 'unfold', 'simpl', 'intros', 'inversion', 'cut', '[ intros Op1 | apply spolyf_canonical with (1 := cs) ]', 'auto', 'cut', '[ intros Op2 | apply spolyf_canonical with (1 := cs) ]', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'inversion', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto']",1,4,1,0,1,3
/mnt/cisk/zmq/dataset/data/buchberger/BuchAux.json,rstar_rtopO,"['intros', 'elim', 'auto', 'intros', 'apply', 'auto', 'apply', 'auto']",1,0,1,0,2,1
/mnt/cisk/zmq/dataset/data/buchberger/BuchAux.json,spO,"['exists', 'simpl', 'auto', 'Defined']",0,1,0,0,0,0
/mnt/cisk/zmq/dataset/data/buchberger/BuchAux.json,sp1,"['exists', 'auto', 'Defined']",0,0,0,0,1,0
/mnt/cisk/zmq/dataset/data/buchberger/BuchAux.json,sgen,"['intros', 'exists', 'apply', 'auto', 'Defined']",0,0,1,0,0,1
/mnt/cisk/zmq/dataset/data/buchberger/BuchAux.json,sscal,"['intros', 'case', 'intros', 'exists', 'auto', 'unfold', 'case', 'simpl', 'auto']",0,2,0,0,2,2
/mnt/cisk/zmq/dataset/data/buchberger/BuchAux.json,red_cons,"['intros', 'case', 'case', 'unfold', 'simpl', 'intros', 'inversion', 'auto', 'apply', 'auto', 'case', 'unfold', 'simpl', 'intros', 'apply', 'auto', 'apply', 'auto', 'apply', 'auto', 'change', 'apply', 'auto', 'red', 'intros', 'apply', 'apply', 'auto', 'apply', 'auto']",2,2,2,0,1,3
